㐀,廿一,TM
䃒,一口一口月,MRMRB
䃓,一口廿廿月,MRTTB
䃔,一口十口口,MRJRR
䃕,火火月一口,FFBMR
䃖,一口竹口火,MRHRF
䃗,一口女水弓,MRVEN
䃘,一口尸水土,MRSEG
䃙,一口戈難心,MRIXP
䃚,一口卜尸大,MRYSK
䃛,一口卜十十,MRYJJ
䃜,尸水一口,SEMR
䃝,一口十木大,MRJDK
䃞,卜戈一口,YIMR
䃟,一口廿月大,MRTBK
䃠,一口卜尸人,MRYSO
䃡,一口一山日,MRMUA
䃢,一口金弓人,MRCNO
䃣,一口戈大火,MRIKF
䃤,一口中難,MRLX
䃥,一口卜廿土,MRYTG
䃦,卜大一口,YKMR
䃧,弓一一口,NMMR
䃨,一口弓口戈,MRNRI
䃩,一口廿田女,MRTWV
䃪,一口卜田一,MRYWM
䃫,一口弓金口,MRNCR
䃬,一口山竹戈,MRUHI
䃭,一口戈口心,MRIRP
䃮,一口卜土手,MRYGQ
䃯,一口戈人木,MRIOD
䃰,一口十月火,MRJBF
䃱,一口十戈一,MRJIM
䃲,一口竹水廿,MRHET
䃳,一口女女女,MRVVV
䃴,一口卜口日,MRYRA
䃵,一口卜尸女,MRYSV
䃶,一口卜田女,MRYWV
䃷,一口卜弓女,MRYNV
䃸,一口人戈一,MROIM
䃹,一口日弓田,MRANW
䃺,一口戈木卜,MRIDY
䃻,一口一月月,MRMBB
䃼,戈火卜,IFY
䃽,戈火十水,IFJE
䃾,戈火心心,IFPP
䃿,戈火手人,IFQO
䄀,戈火戈,IFI
䄁,戈火心廿,IFPT
䄂,戈火中田,IFLW
䄃,戈火中月大,IFLBK
䄄,戈火田大,IFWK
䄅,火手一一火,FQMMF
䄆,戈火竹十口,IFHJR
䄇,戈火口竹土,IFRHG
䄈,戈火一口廿,IFMRT
䄉,戈火竹手戈,IFHQI
䄊,戈火土心,IFGP
䄋,戈火大中山,IFKLU
䄌,戈火水水水,IFEEE
䄍,戈火廿日,IFTA
䄎,戈火大一口,IFKMR
䄏,戈火廿竹大,IFTHK
䄐,山火口山,UFRU
䄑,戈火竹心日,IFHPA
䄒,戈火人戈心,IFOIP
䄓,戈火竹日土,IFHAG
䄔,戈火竹中月,IFHLB
䄕,戈火水田,IFEW
䄖,戈火人一女,IFOMV
䄗,戈火中難中,IFLXL
䄘,戈火卜月尸,IFYBS
䄙,戈火月日金,IFBAC
䄚,戈火廿田日,IFTWA
䄛,戈火中中女,IFLLV
䄜,戈火卜山月,IFYUB
䄝,戈火手大難,IFQKX
䄞,戈火月人火,IFBOF
䄟,竹山竹山火,HUHUF
䄠,戈火卜田一,IFYWM
䄡,戈火弓金口,IFNCR
䄢,戈火卜難,IFYX
䄣,戈火土田金,IFGWC
䄤,戈火木中金,IFDLC
䄥,戈火一月人,IFMBO
䄦,竹木弓弓,HDNN
䄧,竹木弓竹尸,HDNHS
䄨,竹木一木,HDMD
䄩,竹木戈心,HDIP
䄪,竹木心戈,HDPI
䄫,竹木尸山,HDSU
䄬,竹木心木,HDPD
䄭,竹木竹十,HDHJ
䄮,竹木手人,HDQO
䄯,竹木一廿,HDMT
䄰,竹木一女竹,HDMVH
䄱,竹木卜竹尸,HDYHS
䄲,竹木人月,HDOB
䄳,竹木卜中一,HDYLM
䄴,竹木月,HDB
䄵,竹木手,HDQ
䄶,竹木中中弓,HDLLN
䄷,竹木一口,HDMR
䄸,竹木竹日,HDHA
䄹,竹木人竹十,HDOHJ
䄺,竹木大弓,HDKN
䄻,竹木中一人,HDLMO
䄼,竹木一人田,HDMOW
䄽,竹木一金田,HDMCW
䄾,竹木戈十,HDIJ
䄿,竹木中田心,HDLWP
䅀,竹木一弓弓,HDMNN
䅁,十女竹木,JVHD
䅂,竹木竹水口,HDHER
䅃,一弓竹木,MNHD
䅄,竹木大尸尸,HDKSS
䅅,竹木土土,HDGG
䅆,竹木戈一人,HDIMO
䅇,一田竹木,MWHD
䅈,火手竹木,FQHD
䅉,竹木一廿金,HDMTC
䅊,竹木戈竹心,HDIHP
䅋,竹木弓日山,HDNAU
䅌,竹木口月,HDRB
䅍,竹木弓大土,HDNKG
䅎,竹木竹木尸,HDHDS
䅏,竹木尸竹山,HDSHU
䅐,竹木月山山,HDBUU
䅑,竹木月女,HDBV
䅒,竹木廿卜女,HDTYV
䅓,竹木心口水,HDPRE
䅔,竹木女女田,HDVVW
䅕,竹木尸十口,HDSJR
䅖,竹木大中山,HDKLU
䅗,竹木竹木女,HDHDV
䅘,竹木木人人,HDDOO
䅙,竹木日心心,HDAPP
䅚,竹木火手山,HDFQU
䅛,竹木日日,HDAA
䅜,竹木竹十一,HDHJM
䅝,竹木十金一,HDJCM
䅞,竹木日一戈,HDAMI
䅟,竹木戈大竹,HDIKH
䅠,竹木日一人,HDAMO
䅡,竹木一月金,HDMBC
䅢,竹木中田月,HDLWB
䅣,竹木竹日土,HDHAG
䅤,竹木竹十難,HDHJX
䅥,竹木日心女,HDAPV
䅦,竹木廿田,HDTW
䅧,竹木卜廿日,HDYTA
䅨,竹木竹木日,HDHDA
䅩,竹木十水金,HDJEC
䅪,竹木中一人,HDLMO
䅫,竹木卜日火,HDYAF
䅬,竹木廿金廿,HDTCT
䅭,竹木卜月尸,HDYBS
䅮,竹木人戈口,HDOIR
䅯,竹木戈中口,HDILR
䅰,竹木田大心,HDWKP
䅱,竹木山一廿,HDUMT
䅲,竹木十心日,HDJPA
䅳,竹木心山山,HDPUU
䅴,竹木十月火,HDJBF
䅵,竹木廿土火,HDTGF
䅶,竹木一女戈,HDMVI
䅷,竹木廿人木,HDTOD
䅸,竹木廿卜十,HDTYJ
䅹,竹木中中女,HDLLV
䅺,竹木一田火,HDMWF
䅻,竹木卜山月,HDYUB
䅼,竹木日田水,HDAWE
䅽,土水竹木,GEHD
䅾,竹木一山日,HDMUA
䅿,竹木廿一十,HDTMJ
䆀,竹木田土火,HDWGF
䆁,竹木田中十,HDWLJ
䆂,竹木戈廿金,HDITC
䆃,卜山竹木,YUHD
䆄,竹木卜田一,HDYWM
䆅,竹木戈人金,HDIOC
䆆,竹木口口木,HDRRD
䆇,竹木竹弓火,HDHNF
䆈,竹木卜尸手,HDYSQ
䆉,竹木田中心,HDWLP
䆊,竹木中心金,HDLPC
䆋,竹木弓難山,HDNXU
䆌,竹木竹山口,HDHUR
䆍,竹木卜月心,HDYBP
䆎,竹木人戈一,HDOIM
䆏,竹木火木金,HDFDC
䆐,手木手木木,QDQDD
䆑,十金一弓,JCMN
䆒,十金大弓戈,JCKNI
䆓,十金戈竹山,JCIHU
䆔,十金中,JCL
䆕,十金木大,JCDK
䆖,十金大戈,JCKI
䆗,十金口女中,JCRVL
䆘,十金田中,JCWL
䆙,十金一卜一,JCMYM
䆚,十金月一口,JCBMR
䆛,十金口竹心,JCRHP
䆜,十金大月,JCKB
䆝,十金竹月廿,JCHBT
䆞,十金日心,JCAP
䆟,十金人一口,JCOMR
䆠,十金尸中中,JCSLL
䆡,十金戈日女,JCIAV
䆢,十金手木大,JCQDK
䆣,十金一一女,JCMMV
䆤,十金竹難竹,JCHXH
䆥,十金一尸人,JCMSO
䆦,十金火火,JCFF
䆧,十金竹木女,JCHDV
䆨,十金日竹大,JCAHK
䆩,十金月山大,JCBUK
䆪,火山十金一,FUJCM
䆫,十金心大心,JCPKP
䆬,十金口月金,JCRBC
䆭,十金十十十,JCJJJ
䆮,十金水尸水,JCESE
䆯,十金水水女,JCEEV
䆰,十金尸口口,JCSRR
䆱,十金水火火,JCEFF
䆲,十金戈中水,JCILE
䆳,十金卜一人,JCYMO
䆴,十金弓田山,JCNWU
䆵,十金金田日,JCCWA
䆶,十金人土火,JCOGF
䆷,十金弓竹月,JCNHB
䆸,十金弓人廿,JCNOT
䆹,十金卜廿土,JCYTG
䆺,十金竹木田,JCHDW
䆻,十金弓十大,JCNJK
䆼,十金卜月月,JCYBB
䆽,十金卜心人,JCYPO
䆾,十金尸戈廿,JCSIT
䆿,十金女一木,JCVMD
䇀,十金廿十十,JCTJJ
䇁,十金弓火手,JCNFQ
䇂,卜廿中,YTL
䇃,卜廿口山,YTRU
䇄,卜廿人弓,YTON
䇅,卜廿戈,YTI
䇆,卜廿卜十,YTYJ
䇇,卜廿口女心,YTRVP
䇈,卜廿水土,YTEG
䇉,卜廿一口,YTMR
䇊,卜廿戈戈,YTII
䇋,卜廿弓戈弓,YTNIN
䇌,卜廿火月,YTFB
䇍,卜廿口卜人,YTRYO
䇎,卜廿廿日,YTTA
䇏,卜廿卜口木,YTYRD
䇐,卜廿中水,YTLE
䇑,卜廿竹田十,YTHWJ
䇒,日山卜廿,AUYT
䇓,竹金卜廿,HCYT
䇔,卜弓卜廿,YNYT
䇕,卜廿一月月,YTMBB
䇖,竹心竹,HPH
䇗,竹金戈,HCI
䇘,竹一女一,HMVM
䇙,竹弓中,HNL
䇚,竹人卜,HOY
䇛,竹卜中一,HYLM
䇜,竹弓人,HNO
䇝,竹戈,HI
䇞,竹廿一,HTM
䇟,竹弓戈尸,HNIS
䇠,竹卜土,HYG
䇡,竹十一弓,HJMN
䇢,竹十口,HJR
䇣,竹人火,HOF
䇤,竹一人月,HMOB
䇥,竹一卜一,HMYM
䇦,竹中月大,HLBK
䇧,竹一人田,HMOW
䇨,竹竹水手,HHEQ
䇩,竹中田心,HLWP
䇪,竹一戈土,HMIG
䇫,竹尸中中,HSLL
䇬,竹竹十木,HHJD
䇭,竹十大心,HJKP
䇮,竹人竹土,HOHG
䇯,竹尸十,HSJ
䇰,竹弓水一,HNEM
䇱,竹田弓戈,HWNI
䇲,竹大廿,HKT
䇳,竹戈手,HIQ
䇴,竹一金田,HMCW
䇵,竹水竹中,HEHL
䇶,竹弓月手,HNBQ
䇷,竹口尸弓,HRSN
䇸,竹口一土,HRMG
䇹,竹尸大口,HSKR
䇺,竹一口廿,HMRT
䇻,竹尸竹山,HSHU
䇼,竹口日山,HRAU
䇽,竹手竹中,HQHL
䇾,竹卜一口,HYMR
䇿,竹木中,HDL
䈀,竹月廿弓,HBTN
䈁,竹人一月,HOMB
䈂,竹廿廿,HTT
䈃,竹水尸口,HESR
䈄,竹山弓水,HUNE
䈅,竹戈口一,HIRM
䈆,竹戈尸大,HISK
䈇,竹卜日十,HYAJ
䈈,竹月日山,HBAU
䈉,竹卜廿女,HYTV
䈊,竹土金水,HGCE
䈋,竹水日,HEA
䈌,竹水月一,HEBM
䈍,竹卜女山,HYVU
䈎,竹心廿木,HPTD
䈏,竹一口田,HMRW
䈐,竹心大火,HPKF
䈑,竹月月口,HBBR
䈒,竹十月十,HJBJ
䈓,竹日心女,HAPV
䈔,竹口尸水,HRSE
䈕,竹日一人,HAMO
䈖,竹竹木十,HHDJ
䈗,竹人戈水,HOIE
䈘,竹廿女戈,HTVI
䈙,竹女火戈,HVFI
䈚,竹戈口心,HIRP
䈛,竹卜廿水,HYTE
䈜,竹人尸水,HOSE
䈝,竹弓人月,HNOB
䈞,竹卜口日,HYRA
䈟,竹月金弓,HBCN
䈠,竹月一水,HBME
䈡,竹心大心,HPKP
䈢,竹戈口木,HIRD
䈣,竹一一大,HMMK
䈤,竹木廿一,HDTM
䈥,竹弓月尸,HNBS
䈦,竹山金水,HUCE
䈧,竹戈大火,HIKF
䈨,竹弓中女,HNLV
䈩,竹人一弓,HOMN
䈪,竹一口月,HMRB
䈫,竹女火月,HVFB
䈬,竹水戈月,HEIB
䈭,竹竹山戈,HHUI
䈮,竹卜廿口,HYTR
䈯,竹十月金,HJBC
䈰,竹手火月,HQFB
䈱,竹月竹難,HBHX
䈲,竹竹卜水,HHYE
䈳,竹日尸一,HASM
䈴,竹廿難金,HTXC
䈵,竹金戈一,HCIM
䈶,竹十金口,HJCR
䈷,竹木竹口,HDHR
䈸,竹弓月十,HNBJ
䈹,竹十人日,HJOA
䈺,竹女火卜,HVFY
䈻,竹月戈月,HBIB
䈼,竹十心山,HJPU
䈽,竹廿中一,HTLM
䈾,竹木火月,HDFB
䈿,竹十日金,HJAC
䉀,竹戈廿火,HITF
䉁,竹尸十戈,HSJI
䉂,竹田女火,HWVF
䉃,竹女一戈,HVMI
䉄,竹弓中水,HNLE
䉅,竹土十戈,HGJI
䉆,竹竹日火,HHAF
䉇,竹廿女弓,HTVN
䉈,竹廿月大,HTBK
䉉,竹弓月人,HNBO
䉊,竹戈大十,HIKJ
䉋,竹女日山,HVAU
䉌,竹弓中人,HNLO
䉍,竹日弓心,HANP
䉎,竹火月木,HFBD
䉏,竹弓月手,HNBQ
䉐,竹十十口,HJJR
䉑,竹人廿火,HOTF
䉒,竹竹木田,HHDW
䉓,竹木田木,HDWD
䉔,竹一弓戈,HMNI
䉕,竹金田日,HCWA
䉖,竹十十戈,HJJI
䉗,竹手口十,HQRJ
䉘,竹木十火,HDJF
䉙,竹一月戈,HMBI
䉚,竹田中弓,HWLN
䉛,竹竹月大,HHBK
䉜,竹人大土,HOKG
䉝,竹廿土戈,HTGI
䉞,竹戈竹心,HIHP
䉟,竹手人水,HQOE
䉠,竹竹人大,HHOK
䉡,竹卜田一,HYWM
䉢,竹土人田,HGOW
䉣,竹竹難火,HHXF
䉤,竹火女大,HFVK
䉥,竹手竹心,HQHP
䉦,竹卜一山,HYMU
䉧,竹竹金弓,HHCN
䉨,竹卜人水,HYOE
䉩,竹木尸口,HDSR
䉪,竹田田田,HWWW
䉫,竹竹竹水,HHHE
䉬,竹戈弓水,HINE
䉭,竹女女女,HVVV
䉮,竹日弓土,HANG
䉯,竹尸水金,HSEC
䉰,竹月月大,HBBK
䉱,竹中尸口,HLSR
䉲,竹弓一月,HNMB
䉳,竹弓火手,HNFQ
䉴,竹卜口女,HYRV
䉵,竹月山女,HBUV
䉶,竹人土水,HOGE
䉷,竹口口大,HRRK
䉸,竹卜十十,HYJJ
䉹,竹一月人,HMBO
䉺,火木一,FDM
䉻,火木竹女心,FDHVP
䉼,火木竹一中,FDHML
䉽,火木火手,FDFQ
䉾,中心火木,LPFD
䉿,火木竹火木,FDHFD
䊀,火木十口,FDJR
䊁,火木竹土山,FDHGU
䊂,火木木月,FDDB
䊃,火木竹弓月,FDHNB
䊄,一弓火木,MNFD
䊅,火木弓戈口,FDNIR
䊆,竹難火木,HXFD
䊇,火木戈十月,FDIJB
䊈,火木人田卜,FDOWY
䊉,火木十木,FDJD
䊊,火木尸竹山,FDSHU
䊋,火木女一土,FDVMG
䊌,火木戈心心,FDIPP
䊍,竹竹火木,HHFD
䊎,火木火手山,FDFQU
䊏,火木火火,FDFF
䊐,火木日心心,FDAPP
䊑,火木火月口,FDFBR
䊒,火木人土,FDOG
䊓,火木日一人,FDAMO
䊔,火木廿中大,FDTLK
䊕,火木弓大手,FDNKQ
䊖,火木十月十,FDJBJ
䊗,火木竹日土,FDHAG
䊘,火木中田月,FDLWB
䊙,一廿火木,MTFD
䊚,火木卜竹口,FDYHR
䊛,火木大木水,FDKDE
䊜,火木十戈戈,FDJII
䊝,火木竹木心,FDHDP
䊞,火木卜金月,FDYCB
䊟,火木廿中月,FDTLB
䊠,日山火木,AUFD
䊡,火木日田水,FDAWE
䊢,女戈火木,VIFD
䊣,火木廿一金,FDTMC
䊤,火木一田十,FDMWJ
䊥,火木中難,FDLX
䊦,火木土月廿,FDGBT
䊧,火木中弓金,FDLNC
䊨,卜弓火木,YNFD
䊩,火木竹木田,FDHDW
䊪,火木廿田月,FDTWB
䊫,火木田中卜,FDWLY
䊬,竹木火木,HDFD
䊭,火木土弓戈,FDGNI
䊮,火木尸一土,FDSMG
䊯,火木戈廿金,FDITC
䊰,火木卜口日,FDYRA
䊱,火木人戈一,FDOIM
䊲,一木卜大一,MDYKM
䊳,火木戈木卜,FDIDY
䊴,火木竹人人,FDHOO
䊵,女火大弓,VFKN
䊶,女火心木,VFPD
䊷,女火木竹,VFDH
䊸,女火一一尸,VFMMS
䊹,女火竹十,VFHJ
䊺,女火一女一,VFMVM
䊻,女火弓人,VFNO
䊼,女火卜中一,VFYLM
䊽,女火木大,VFDK
䊾,女火木,VFD
䊿,女火手人,VFQO
䋀,戈尸女戈火,ISVIF
䋁,女火卜竹弓,VFYHN
䋂,女火大大,VFKK
䋃,女火竹手山,VFHQU
䋄,女火月大,VFBK
䋅,女火竹手,VFHQ
䋆,女火戈尸,VFIS
䋇,女火尸人,VFSO
䋈,女水女戈火,VEVIF
䋉,女火十金,VFJC
䋊,女火一卜一,VFMYM
䋋,女火口女心,VFRVP
䋌,女火尸尸,VFSS
䋍,女火一弓口,VFMNR
䋎,女火日一,VFAM
䋏,女火人尸,VFOS
䋐,女火戈女,VFIV
䋑,女火一人月,VFMOB
䋒,女火弓戈竹,VFNIH
䋓,女火弓尸一,VFNSM
䋔,女火一火一,VFMFM
䋕,人土女戈火,OGVIF
䋖,女火中手,VFLQ
䋗,女火尸中中,VFSLL
䋘,女火手木,VFQD
䋙,女火尸十,VFSJ
䋚,女火尸一一,VFSMM
䋛,女火火木,VFFD
䋜,竹水女戈火,HEVIF
䋝,女火火女,VFFV
䋞,女火月大大,VFBKK
䋟,女火尸山心,VFSUP
䋠,女火戈十月,VFIJB
䋡,女火人一木,VFOMD
䋢,手中女戈火,QLVIF
䋣,人卜女戈火,OYVIF
䋤,手火心戈,QFPI
䋥,女火田土,VFWG
䋦,女火人田卜,VFOWY
䋧,女火尸十口,VFSJR
䋨,女火卜廿口,VFYTR
䋩,女火竹難山,VFHXU
䋪,女火弓中口,VFNLR
䋫,女火弓尸木,VFNSD
䋬,女火一大心,VFMKP
䋭,女火卜戈月,VFYIB
䋮,女火金,VFC
䋯,戈戈女戈火,IIVIF
䋰,月山大女火,BUKVF
䋱,女火木人人,VFDOO
䋲,女火口中山,VFRLU
䋳,女火中心月,VFLPB
䋴,女火弓竹木,VFNHD
䋵,女火日心女,VFAPV
䋶,女火一月金,VFMBC
䋷,弓大女戈火,NKVIF
䋸,女火竹十山,VFHJU
䋹,女火一口田,VFMRW
䋺,女火竹木火,VFHDF
䋻,女火十月十,VFJBJ
䋼,女火弓尸廿,VFNST
䋽,女火土土戈,VFGGI
䋾,女火大弓弓,VFKNN
䋿,女火田一女,VFWMV
䌀,女火竹木十,VFHDJ
䌁,女火一田女,VFMWV
䌂,女火尸一土,VFSMG
䌃,女火火月弓,VFFBN
䌄,女火一月水,VFMBE
䌅,女火戈中口,VFILR
䌆,女火竹山戈,VFHUI
䌇,女火十月火,VFJBF
䌈,女火日尸一,VFASM
䌉,女火田中一,VFWLM
䌊,女火月人山,VFBOU
䌋,女火廿人口,VFTOR
䌌,女火尸一日,VFSMA
䌍,女火廿中一,VFTLM
䌎,田口女戈火,WRVIF
䌏,女火十心山,VFJPU
䌐,女火月月山,VFBBU
䌑,女火尸水土,VFSEG
䌒,女火戈難心,VFIXP
䌓,人水女戈火,OEVIF
䌔,女火尸口口,VFSRR
䌕,女火戈木木,VFIDD
䌖,女火人土木,VFOGD
䌗,女火人廿火,VFOTF
䌘,火大女戈火,FKVIF
䌙,女火廿一金,VFTMC
䌚,女火一田木,VFMWD
䌛,月口竹女火,BRHVF
䌜,女火廿金木,VFTCD
䌝,女火木木火,VFDDF
䌞,女火人一人,VFOMO
䌟,女火尸口十,VFSRJ
䌠,戈人女戈火,IOVIF
䌡,女火廿田廿,VFTWT
䌢,女火一月戈,VFMBI
䌣,女火竹十口,VFHJR
䌤,女火一火月,VFMFB
䌥,女火月一心,VFBMP
䌦,女火尸一土,VFSMG
䌧,女火土弓戈,VFGNI
䌨,女火廿月火,VFTBF
䌩,女火廿田戈,VFTWI
䌪,女火日弓難,VFANX
䌫,女火尸戈山,VFSIU
䌬,女火卜月心,VFYBP
䌭,女火廿人火,VFTOF
䌮,女火一月山,VFMBU
䌯,女火廿口土,VFTRG
䌰,女火尸十十,VFSJJ
䌱,女火卜弓廿,VFYNT
䌲,女火廿竹火,VFTHF
䌳,女火一月戈,VFMBI
䌴,女火卜弓手,VFYNQ
䌵,女火尸水戈,VFSEI
䌶,女一木竹,VMDH
䌷,女一中田,VMLW
䌸,女一手弓戈,VMQNI
䌹,女一月口,VMBR
䌺,女一尸十,VMSJ
䌻,女一尸一一,VMSMM
䌼,女一金口山,VMCRU
䌽,女一月木,VMBD
䌾,女一十月十,VMJBJ
䌿,女一一口田,VMMRW
䍀,女一中戈廿,VMLIT
䍁,女一卜廿人,VMYTO
䍂,人山一木,OUMD
䍃,月人十山,BOJU
䍄,人山卜口,OUYR
䍅,人山人戈戈,OUOII
䍆,人山十一弓,OUJMN
䍇,人山竹戈人,OUHIO
䍈,人山一火十,OUMFJ
䍉,人山口金,OURC
䍊,人山卜金大,OUYCK
䍋,人山竹十一,OUHJM
䍌,人山卜廿口,OUYTR
䍍,土山竹弓水,GUHNE
䍎,人山廿戈火,OUTIF
䍏,月廿,BT
䍐,田中一十,WLMJ
䍑,月大一十,BKMJ
䍒,田中木,WLD
䍓,田中一女竹,WLMVH
䍔,田中大戈,WLKI
䍕,田中竹女戈,WLHVI
䍖,田中心口山,WLPRU
䍗,田中卜女戈,WLYVI
䍘,田中火木,WLFD
䍙,田中人田卜,WLOWY
䍚,田中戈日女,WLIAV
䍛,田中田十口,WLWJR
䍜,田中人土,WLOG
䍝,田中水日,WLEA
䍞,月大戈口一,BKIRM
䍟,田中山金水,WLUCE
䍠,田中卜山月,WLYUB
䍡,田中戈難心,WLIXP
䍢,田中人廿火,WLOTF
䍣,田中一月田,WLMBW
䍤,田中卜難,WLYX
䍥,田中一竹一,WLMHM
䍦,田中卜月土,WLYBG
䍧,竹手廿手,HQTQ
䍨,廿手十月,TQJB
䍩,廿手人大,TQOK
䍪,廿手木十,TQDJ
䍫,廿手十心,TQJP
䍬,廿手一火十,TQMFJ
䍭,廿手田卜戈,TQWYI
䍮,廿手中一人,TQLMO
䍯,廿手弓一山,TQNMU
䍰,廿手田大,TQWK
䍱,廿手人一木,TQOMD
䍲,廿手竹難山,TQHXU
䍳,廿手水水水,TQEEE
䍴,廿手竹木女,TQHDV
䍵,廿手弓尸木,TQNSD
䍶,廿手木田,TQDW
䍷,廿手木一手,TQDMQ
䍸,廿手戈月戈,TQIBI
䍹,廿手竹山大,TQHUK
䍺,廿手中中心,TQLLP
䍻,廿手口山金,TQRUC
䍼,廿手一山日,TQMUA
䍽,廿手一竹一,TQMHM
䍾,一廿尸一一,MTSMM
䍿,尸一一土,SMMG
䎀,尸一戈女,SMIV
䎁,十口尸一一,JRSMM
䎂,尸一心口山,SMPRU
䎃,土月尸一一,GBSMM
䎄,尸口尸一一,SRSMM
䎅,竹日尸一一,HASMM
䎆,尸一人戈戈,SMOII
䎇,竹卜尸一一,HYSMM
䎈,尸一中田心,SMLWP
䎉,尸一戈竹戈,SMIHI
䎊,竹口尸一一,HRSMM
䎋,竹口尸一一,HRSMM
䎌,尸一口卜人,SMRYO
䎍,尸一戈十月,SMIJB
䎎,尸一尸十山,SMSJU
䎏,人口尸一一,ORSMM
䎐,十十尸一一,JJSMM
䎑,尸一女弓水,SMVNE
䎒,尸一戈戈,SMII
䎓,尸一水日,SMEA
䎔,尸一戈月戈,SMIBI
䎕,火火月尸一,FFBSM
䎖,金日尸一一,CASMM
䎗,竹月尸一一,HBSMM
䎘,中難尸一一,LXSMM
䎙,十金尸一一,JCSMM
䎚,尸一手十心,SMQJP
䎛,十心口,JPR
䎜,十心十大心,JPJKP
䎝,十心尸一一,JPSMM
䎞,十日尸,JAS
䎟,女一月中,VMBL
䎠,大戈一月中,KIMBL
䎡,一月火,MBF
䎢,手木人弓,QDON
䎣,手木女戈人,QDVIO
䎤,手木尸尸口,QDSSR
䎥,手木金人口,QDCOR
䎦,手木火火,QDFF
䎧,手木卜廿口,QDYTR
䎨,手木大中山,QDKLU
䎩,手木女女田,QDVVW
䎪,手木日一戈,QDAMI
䎫,手木山金水,QDUCE
䎬,手木田中戈,QDWLI
䎭,手木卜竹口,QDYHR
䎮,手木卜金月,QDYCB
䎯,手木廿中人,QDTLO
䎰,手木廿日中,QDTAL
䎱,手木田中心,QDWLP
䎲,尸十弓,SJN
䎳,尸十月,SJB
䎴,尸十廿廿,SJTT
䎵,尸十心竹,SJPH
䎶,尸十中田中,SJLWL
䎷,尸十竹十木,SJHJD
䎸,尸十一一口,SJMMR
䎹,竹木尸十,HDSJ
䎺,尸十竹月弓,SJHBN
䎻,尸十月手口,SJBQR
䎼,尸十女弓水,SJVNE
䎽,尸十竹心日,SJHPA
䎾,尸十人一月,SJOMB
䎿,尸十竹木火,SJHDF
䏀,尸十木中弓,SJDLN
䏁,尸十十卜十,SJJYJ
䏂,尸十竹難水,SJHXE
䏃,尸十月日金,SJBAC
䏄,尸十十金土,SJJCG
䏅,尸十月人火,SJBOF
䏆,尸十廿田日,SJTWA
䏇,尸十一田火,SJMWF
䏈,尸十女火火,SJVFF
䏉,尸十日女火,SJAVF
䏊,尸十卜月心,SJYBP
䏋,中火心山,LFPU
䏌,金月,CB
䏍,戈月,IB
䏎,月竹弓戈,BHNI
䏏,月一木,BMD
䏐,月木大,BDK
䏑,月人月人,BOBO
䏒,月中中中,BLLL
䏓,月一一山,BMMU
䏔,月弓土,BNG
䏕,月一土,BMG
䏖,月弓中,BNL
䏗,月人一弓,BOMN
䏘,月尸金,BSC
䏙,月中月山,BLBU
䏚,月火竹,BFH
䏛,月心一一,BPMM
䏜,月弓竹水,BNHE
䏝,月手弓戈,BQNI
䏞,月十木,BJD
䏟,月心竹,BPH
䏠,月卜廿,BYT
䏡,月一一火,BMMF
䏢,月木竹水,BDHE
䏣,月月一,BBM
䏤,月尸一口,BSMR
䏥,月土月,BGB
䏦,月竹十口,BHJR
䏧,月弓戈弓,BNIN
䏨,月竹口口,BHRR
䏩,月人一口,BOMR
䏪,月尸十,BSJ
䏫,月人木,BOD
䏬,月戈竹手,BIHQ
䏭,月竹十木,BHJD
䏮,月大尸人,BKSO
䏯,月土心,BGP
䏰,月尸戈心,BSIP
䏱,月尸尸口,BSSR
䏲,月金弓竹,BCNH
䏳,月手竹中,BQHL
䏴,月火月,BFB
䏵,月戈山竹,BIUH
䏶,月心心土,BPPG
䏷,月日一十,BAMJ
䏸,月一一口,BMMR
䏹,月月山山,BBUU
䏺,月竹水十,BHEJ
䏻,戈月土戈,IBGI
䏼,月戈戈,BII
䏽,月卜廿口,BYTR
䏾,月手大手,BQKQ
䏿,戈大月,IKB
䐀,月大一口,BKMR
䐁,月一尸人,BMSO
䐂,月女弓水,BVNE
䐃,月田竹木,BWHD
䐄,月弓竹難,BNHX
䐅,月尸人大,BSOK
䐆,月月木,BBD
䐇,月心竹日,BPHA
䐈,月十月一,BJBM
䐉,月金金田,BCCW
䐊,月日心心,BAPP
䐋,月金戈心,BCIP
䐌,廿金月,TCB
䐍,月土口廿,BGRT
䐎,月日一人,BAMO
䐏,月手大日,BQKA
䐐,月竹木火,BHDF
䐑,月心廿木,BPTD
䐒,月大弓弓,BKNN
䐓,月一月金,BMBC
䐔,月戈尸月,BISB
䐕,月口尸十,BRSJ
䐖,月尸火木,BSFD
䐗,月十大日,BJKA
䐘,月月一水,BBME
䐙,月廿中十,BTLJ
䐚,月日戈中,BAIL
䐛,月大尸十,BKSJ
䐜,月十月金,BJBC
䐝,月火月金,BFBC
䐞,月弓一一,BNMM
䐟,月廿廿月,BTTB
䐠,月廿卜山,BTYU
䐡,卜尸人月,YSOB
䐢,月心山山,BPUU
䐣,月口月金,BRBC
䐤,月廿手一,BTQM
䐥,月金戈一,BCIM
䐦,月土戈廿,BGIT
䐧,月卜口月,BYRB
䐨,土月竹弓水,GBHNE
䐩,月山一廿,BUMT
䐪,月人土尸,BOGS
䐫,月竹人人,BHOO
䐬,月廿田日,BTWA
䐭,月大心月,BKPB
䐮,月卜大一,BYKM
䐯,月田女火,BWVF
